Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Used_car_price,Brand,Model,Original_cost,Car_age
Delhi,45376,Diesel,Manual,First,28.4,1248,73.75,5,5.75,maruti,dzire,8.58,7
Pune,81000,Diesel,Manual,First,15.1,2179,140,7,9,mahindra,xuv500,18.865,9
Kochi,78526,Diesel,Manual,First,23,1498,98.96,5,8.09,ford,ecosport,12.67,6
Coimbatore,27313,Diesel,Automatic,First,14.69,2993,258,5,48.63,bmw,5,67.24571429,6
Coimbatore,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,39.47,audi,q5,63.78077684,8
Coimbatore,42265,Diesel,Automatic,Second,20.68,1995,190,5,22.24,bmw,x1,48.18,8
Mumbai,21000,Petrol,Automatic,First,19.2,1197,80,5,2.6,hyundai,i10,11.28145047,14
Ahmedabad,55100,Diesel,Automatic,First,17.01,1582,126.2,5,12,hyundai,creta,15.19333333,7
Chennai,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18,audi,a4,51.385,9
Mumbai,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,9.99,mercedes-benz,s,63.09554084,16
Kolkata,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45,hyundai,i10,11.28145047,11
Mumbai,26000,Diesel,Manual,First,23,1498,98.96,5,8.99,ford,ecosport,11.89,6
Kolkata,35000,Diesel,Manual,First,20.54,1598,103.6,5,3.15,volkswagen,vento,13.81375,12
Jaipur,24000,Diesel,Manual,First,28.4,1248,73.75,5,8.2,maruti,dzire,10.48,6
Ahmedabad,98000,Diesel,Manual,First,15.4,1997,120,7,11.5,mahindra,scorpio,15.5675283,7
Coimbatore,44487,Diesel,Manual,First,22.54,1396,88.73,5,7.3,hyundai,i20,9.74,7
Chennai,65000,Petrol,Manual,First,19.7,796,46.3,5,1.59,maruti,alto,4.53,15
Delhi,34951,Petrol,Manual,Second,20.36,1197,78.9,5,3.15,hyundai,i10,11.28145047,8
Kolkata,52373,Diesel,Manual,Second,15.4,2179,120,7,8.5,mahindra,scorpio,15.5675283,8
Hyderabad,66285,Diesel,Manual,First,19.5,1199,75,5,3,skoda,fabia,25.2041791,13
Mumbai,66000,Diesel,Automatic,First,15.3,2993,258,5,21,bmw,x5,63.44220807,11
Hyderabad,43000,Diesel,Manual,First,27.3,1498,98.6,5,7.75,honda,jazz,9.431666667,7
Mumbai,45200,Diesel,Automatic,First,10,2148,170,5,23,mercedes-benz,e-class,82.61833333,10
Mumbai,41000,Diesel,Automatic,First,16,2179,140,7,13.75,mahindra,xuv500,18.865,7
Kochi,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29,honda,city,14.63571429,6
Coimbatore,83274,Diesel,Manual,First,22.9,1248,74,5,5.79,maruti,swift,7.56375,9
Coimbatore,32324,Diesel,Automatic,First,14.84,2143,170,5,30.5,mercedes-benz,new,49.49,6
Mumbai,49999,Petrol,Manual,First,17,1497,118,5,3.8,honda,city,14.63571429,12
Bangalore,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45,tata,sumo,10.75306548,9
Delhi,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3,hyundai,i20,9.74,11
Jaipur,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75,fiat,linea,9.5,14
Bangalore,72000,Petrol,Automatic,Second,12.9,1799,130,5,5.5,honda,civic,11.79582001,12
Pune,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35,hyundai,creta,15.19333333,6
Delhi,22000,Diesel,Automatic,Second,20.38,1968,143,5,22.5,audi,a3,63.78077684,6
Delhi,57478,Petrol,Manual,Second,17,1591,121.3,5,5.25,hyundai,verna,13.59,10
Hyderabad,75000,Diesel,Manual,First,21.9,1396,90,5,3.75,hyundai,i20,9.74,12
Kochi,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32,honda,mobilio,11.79582001,8
Bangalore,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75,hyundai,verna,14.254,5
Chennai,87000,Petrol,Manual,Second,15.3,1596,101,5,1.37,ford,fiesta,13.57205029,17
Mumbai,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1,hyundai,i10,11.28145047,13
Hyderabad,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3,maruti,vitara,11.02,7
Ahmedabad,70000,Diesel,Manual,First,12.99,2494,100.6,7,12,toyota,innova,23.61366667,8
Pune,35000,Diesel,Automatic,First,17.9,2143,136,5,23.5,mercedes-benz,gla,41.94,6
Hyderabad,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8,maruti,alto,4.53,17
Chennai,62000,Diesel,Automatic,Second,14.84,2143,170,5,12.5,mercedes-benz,new,49.49,10
Delhi,51000,Diesel,Manual,First,22.9,1248,74,5,4.74,maruti,swift,7.56375,8
Kochi,26038,Petrol,Manual,First,18.9,1197,82,5,5.43,hyundai,grand,7.2952,7
Kochi,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62,toyota,fortuner,36.548,5
Kolkata,78088,Petrol,Manual,First,12.4,1998,132,8,6.3,toyota,innova,23.61366667,12
Kochi,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45,ford,ecosport,12.10909091,6
Pune,54000,Petrol,Manual,First,18.16,1196,86.8,5,5,ford,figo,7.65,7
Chennai,190000,Diesel,Manual,First,11.5,2982,171,7,13,toyota,fortuner,36.548,12
Hyderabad,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7,maruti,swift,7.56375,11
Coimbatore,28060,Petrol,Automatic,First,12.05,2979,320,5,93.67,bmw,7,153,5
Pune,282000,Petrol,Manual,First,13.14,1798,160,5,3.3,skoda,superb,34.36333333,11
Jaipur,111000,Petrol,Manual,Second,18.9,1061,67,5,1.51,maruti,wagon,5.39,14
Kochi,63295,Diesel,Manual,First,19.01,1461,108.45,5,6.09,renault,duster,13.87,10
Mumbai,35770,Petrol,Manual,First,20.73,1373,91.1,5,5.95,maruti,ciaz,11.04333333,8
Hyderabad,125928,Diesel,Manual,First,22.7,1582,126.24,5,9,hyundai,elantra,22.65,11
Kolkata,45000,Diesel,Automatic,First,21.66,1498,103.52,5,4.25,skoda,rapid,14.132,8
Hyderabad,21000,Diesel,Automatic,First,14.84,2143,170,5,23.5,mercedes-benz,new,49.49,10
Mumbai,54774,Petrol,Automatic,First,11.7,2354,177.6,5,6.35,honda,accord,11.79582001,12
Chennai,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4,maruti,celerio,5.891666667,9
Bangalore,17465,Petrol,Automatic,First,12.05,2979,320,5,93,bmw,7,153,6
Chennai,48000,Diesel,Automatic,First,22.69,1995,190,5,21.6,bmw,3,52.113125,9
Chennai,173000,Diesel,Manual,First,20.54,1598,103.6,5,4,volkswagen,vento,13.81375,12
Pune,12000,Diesel,Manual,First,23.4,1248,74,5,5.5,maruti,swift,7.56375,5
Mumbai,34000,Diesel,Automatic,First,12.39,2179,147.51,5,19.25,land,rover,104.102,11
Hyderabad,71360,Diesel,Manual,First,21.9,1396,90,5,3.95,hyundai,i20,9.74,11
Mumbai,74000,Diesel,Manual,Second,28.4,1248,73.75,5,4.25,maruti,dzire,8.94,11
Kochi,28937,Diesel,Manual,First,17.1,1956,170,5,17.02,jeep,compass,21.38,5
Hyderabad,82085,Diesel,Manual,First,20.77,1248,88.76,7,6.5,maruti,ertiga,11.61857143,11
Bangalore,68465,Petrol,Manual,First,15.6,1196,70,5,2.95,ford,figo,7.65,12
Coimbatore,63854,Diesel,Manual,First,21.43,1364,86.79,5,7.12,toyota,corolla,19.27,10
Chennai,3000,Diesel,Automatic,First,24.3,1248,88.5,5,11.25,maruti,vitara,12.88,5
Delhi,65055,Petrol,Manual,First,17,1497,118,5,2.75,honda,city,14.63571429,14
Hyderabad,120000,Diesel,Manual,First,15.4,2179,120,7,12,mahindra,scorpio,15.5675283,8
Mumbai,64241,Petrol,Manual,First,20.14,1197,81.86,5,3.67,hyundai,xcent,8.27,9
Pune,121000,Diesel,Manual,First,15,2148,194.1215217,5,5,mercedes-benz,e-class,82.61833333,22
Pune,2200,Petrol,Manual,First,15.7,1390,75,5,2.3,mahindra,renault,15.5675283,15
Pune,88123,Diesel,Manual,First,18.7,1896,66,5,2.2,skoda,octavia,28.37,15
Pune,79000,Diesel,Automatic,First,12,2987,224,7,41,mercedes-benz,gl-class,63.09554084,9
Bangalore,28143,Diesel,Automatic,First,20.68,1995,190,5,28.5,bmw,x1,48.18,7
Mumbai,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49,volkswagen,vento,13.81375,8
Ahmedabad,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,17.5,audi,a4,51.385,10
Bangalore,75000,Diesel,Manual,First,13.8,1399,68,5,1.99,ford,ikon,13.57205029,14
Kochi,37451,Diesel,Manual,First,22.32,1582,126.3,5,6.64,hyundai,verna,14.254,7
Hyderabad,67000,Diesel,Manual,First,13.68,2393,147.8,7,16.5,toyota,innova,22.87,6
Pune,25000,Petrol,Manual,First,18.9,1197,82,5,5,hyundai,grand,7.2952,7
Mumbai,12000,Petrol,Manual,First,17,1198,73.75,5,5.4,volkswagen,ameo,9.262,6
Kolkata,25000,Petrol,Manual,First,25.17,799,53.3,5,2.99,renault,kwid,4.834285714,6
Jaipur,95936,Petrol,Manual,First,17,1497,118,5,4.1,honda,city,14.63571429,12
Kochi,5354,Petrol,Automatic,First,18.9,1197,81.86,5,6.76,hyundai,grand,7.37,5
Chennai,42000,Petrol,Manual,Second,18.78,999,75,5,5.5,volkswagen,polo,7.33,7
Coimbatore,44282,Diesel,Manual,First,25.2,1248,74,5,5.99,maruti,swift,7.56375,9
Delhi,70000,Diesel,Manual,First,21.64,1461,84.8,5,2.59,nissan,sunny,11.33,11
Mumbai,31400,Diesel,Automatic,First,16.36,2179,187.7,5,26.75,jaguar,xf,72.64,10
Pune,50000,Diesel,Manual,First,28.09,1248,88.5,5,8.5,maruti,ciaz,11.04333333,7
Bangalore,53000,Diesel,Automatic,First,12.8,1968,167.6,5,23,audi,q5,63.78077684,12
Pune,21727,Petrol,Manual,First,15.6,1196,70.02,5,3.35,ford,figo,7.65,9
Bangalore,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,10.75,hyundai,santa,11.28145047,11
Kolkata,75000,Diesel,Manual,First,12.05,2179,120,8,6.29,mahindra,scorpio,15.5675283,10
Bangalore,73557,Diesel,Manual,First,19.6,1461,108.45,5,7.75,renault,duster,13.87,9
Delhi,44555,Diesel,Automatic,First,15.2,1968,140.8,5,13.5,audi,a4,51.385,11
Coimbatore,54885,Petrol,Manual,First,15.1,1196,73,7,3.75,maruti,eeco,4.98,10
Mumbai,76000,Diesel,Manual,Second,14,2498,112,7,3.75,mahindra,xylo,11.674,12
Jaipur,101000,Petrol,Manual,Second,18.9,998,67.1,5,1.5,maruti,wagon,5.39,17
Chennai,66000,Petrol,Manual,First,14,1061,64,5,1.45,maruti,wagon,5.39,18
Coimbatore,84360,Petrol,Manual,First,15.5,1586,103.3,5,4.12,maruti,sx4,7.55626867,10
Mumbai,25121,Diesel,Manual,First,13.68,2393,147.8,7,17.11,toyota,innova,23.06,7
Pune,100000,Diesel,Manual,Second,12.99,2494,100.6,7,10.25,toyota,innova,23.61366667,8
Kolkata,66035,Diesel,Manual,First,22.07,1199,73.9,5,2.49,volkswagen,polo,9.71375,12
Pune,190000,Petrol,Manual,Second,16.78,1496,88.73,5,3.85,toyota,etios,7.432,8
Hyderabad,85670,Diesel,Manual,First,22.7,1498,89.84,5,6.25,ford,ecosport,12.10909091,9
Hyderabad,35000,Diesel,Manual,First,24,1120,70,5,4.88,hyundai,grand,7.2952,8
Mumbai,8000,Petrol,Automatic,First,18,1497,117.3,5,9.45,honda,city,14.63571429,7
Hyderabad,162000,Diesel,Manual,Second,12.8,2494,102,8,4.8,toyota,innova,23.61366667,16
Kolkata,60000,Petrol,Manual,First,21.1,814,55.2,5,1.99,hyundai,eon,11.28145047,11
Hyderabad,70600,Petrol,Manual,First,20.36,1197,78.9,5,2.8,hyundai,i10,11.28145047,13
Bangalore,25000,Petrol,Automatic,Second,12.3,1796,185,5,22,mercedes-benz,e-class,82.61833333,12
Hyderabad,75000,Diesel,Manual,First,15.96,2523,62.1,7,4.3,mahindra,bolero,10.32,11
Coimbatore,85071,Diesel,Automatic,First,20,1968,138.1,5,9.75,skoda,laura,25.2041791,9
Ahmedabad,40000,Petrol,Manual,First,20.4,1197,81.8,5,5.9,maruti,swift,7.56375,8
Delhi,67000,Diesel,Automatic,First,16.55,1968,147.51,5,14.5,audi,a4,51.385,10
Hyderabad,55000,Diesel,Manual,Second,17.8,1399,68,5,2.4,ford,fiesta,13.57205029,14
Mumbai,62000,Petrol,Manual,Second,15,1586,104.68,5,2.11,maruti,sx4,7.55626867,15
Hyderabad,57788,Petrol,Automatic,First,17.16,1197,85.8,5,3.6,maruti,ritz,7.55626867,11
Jaipur,72000,Diesel,Manual,First,10.5,2179,120,8,6,mahindra,scorpio,15.5675283,10
Mumbai,83128,Diesel,Manual,First,15.4,2179,120,7,7.45,mahindra,scorpio,15.5675283,9
Chennai,75000,Petrol,Manual,First,19.7,796,46.3,5,2.1,maruti,alto,4.53,12
Ahmedabad,58000,Diesel,Manual,Second,19.01,1461,108.45,5,5.2,renault,duster,13.87,10
Hyderabad,26000,Diesel,Manual,First,0,2498,120.2496894,6,6.99,mahindra,jeep,15.5675283,14
Mumbai,1000,Petrol,Manual,First,20.89,1197,81.8,5,6.36,maruti,ignis,7.87,6
Kochi,59751,Diesel,Manual,First,12.99,2494,100.6,7,11.62,toyota,innova,23.61366667,8
Kochi,29966,Diesel,Automatic,Second,16.77,2993,261.49,5,43.6,bmw,7,140,8
Kolkata,65000,Diesel,Manual,Second,13.6,1991,142,5,4.9,hyundai,sonata,11.28145047,14
Kochi,75863,Diesel,Manual,First,19.01,1461,108.45,5,6.7,renault,duster,13.87,8
Mumbai,54000,CNG,Manual,First,33.54,998,67.04,5,3.05,maruti,wagon,5.58,10
Bangalore,24000,Diesel,Automatic,First,17.11,1968,174.33,5,25,audi,a4,51.385,9
Coimbatore,33218,Diesel,Manual,First,17.1,1956,170,5,19.05,jeep,compass,22.46,5
Kolkata,33425,Petrol,Manual,First,17.43,1396,105.5,5,4.5,hyundai,verna,14.254,8
Pune,47000,Petrol,Manual,First,18,1198,86.7,5,4.15,honda,amaze,8.662857143,10
Chennai,41000,Diesel,Manual,First,19.67,1582,126.2,5,11.9,hyundai,creta,15.19333333,8
Delhi,62000,Petrol,Manual,First,19.81,1086,68.05,5,2.1,hyundai,i10,11.28145047,12
Delhi,47035,Diesel,Manual,First,18.49,1493,100,7,6.95,mahindra,tuv,15.5675283,7
Pune,56230,Petrol,Manual,Second,17.5,1298,85.8,5,2.4,maruti,swift,7.56375,15
Chennai,55000,Petrol,Manual,First,13.2,1495,94,5,2.65,hyundai,accent,11.28145047,16
Jaipur,70669,Diesel,Manual,First,15.1,2179,140,7,9,mahindra,xuv500,18.865,9
Pune,69000,Petrol,Manual,First,20.92,998,67.1,5,2.1,maruti,alto,4.53,11
Mumbai,30000,Diesel,Automatic,First,12.4,2698,179.5,5,8.95,audi,a6,62.35666667,14
Hyderabad,2000,Diesel,Automatic,First,20.7,1496,113.98,5,34,mini,cooper,42.48,6
Pune,24255,Petrol,Manual,First,16.1,1150.991513,74.20637807,5,3.15,maruti,swift,7.56375,12
Chennai,40000,Petrol,Manual,First,17.57,1193,88.7,5,4,tata,zest,7.69,8
Kolkata,40000,Diesel,Manual,First,26,1498,98.6,5,4.45,honda,city,14.63571429,9
Jaipur,105000,Diesel,Automatic,Second,16.55,1968,140,5,14.5,audi,a4,51.385,12
Kolkata,2800,Diesel,Manual,First,26.1,1498,99,5,8.41,ford,aspire,9.4,8
Mumbai,71000,Diesel,Automatic,Second,19.08,1582,126.32,5,5.45,hyundai,verna,14.254,9
Mumbai,32896,Petrol,Automatic,First,18,1497,117.3,5,8.9,honda,city,14.63571429,8
Hyderabad,45000,Petrol,Manual,First,20.36,1197,78.9,5,3.65,hyundai,i10,11.28145047,11
Bangalore,65000,Diesel,Automatic,Second,18.56,1995,190,5,29,bmw,x3,69.59,8
Mumbai,45200,Diesel,Automatic,First,16.55,1968,147.51,5,13.5,audi,a4,51.385,10
Hyderabad,82167,Petrol,Automatic,First,10.1,2354,152,5,5.4,honda,cr-v,11.79582001,15
Coimbatore,37429,Petrol,Manual,First,18.9,1197,81.86,5,5.89,hyundai,grand,8.1,7
Hyderabad,46000,Diesel,Manual,First,28.09,1248,88.5,5,8.45,maruti,ciaz,11.04333333,7
Delhi,67031,Petrol,Manual,First,17.4,1497,117.3,5,4,honda,city,11.85,12
Mumbai,30000,Diesel,Automatic,First,9.52,2993,313,4,45,bmw,6,63.44220807,10
Mumbai,47691,Petrol,Automatic,First,23.1,998,67.04,5,3.94,maruti,celerio,6.08,7
Jaipur,32531,Diesel,Automatic,Second,13.73,1995,148,5,8,renault,koleos,11.74394958,12
Hyderabad,71336,Diesel,Manual,First,20,1399,68,5,4.1,ford,figo,7.65,10
Chennai,196000,Diesel,Manual,First,12.8,2494,102,7,6.25,toyota,innova,23.61366667,17
Kolkata,28193,Diesel,Manual,First,28.4,1248,73.75,5,5.25,maruti,dzire,8.36,8
Coimbatore,2526,Petrol,Automatic,First,19,2996,362.07,2,83.96,mercedes-benz,slc,106,4
Coimbatore,52146,Petrol,Manual,First,0,1302.165877,91.94537954,5,1.93,hyundai,santro,11.28145047,19
Hyderabad,85000,Diesel,Automatic,First,16.1,1950,194,5,21,mercedes-benz,e-class,71.15,10
Ahmedabad,20780,Petrol,Manual,First,18.9,1197,81.86,5,4.3,hyundai,grand,6.82,8
Mumbai,43081,Petrol,Manual,First,17.3,1497,117.3,7,5.25,honda,mobilio,11.79582001,9
Mumbai,35000,Petrol,Automatic,Second,11.9,4806,550,5,32,porsche,cayenne,136,13
Kolkata,36000,Diesel,Manual,First,17.21,1493,100,7,3.9,mahindra,quanto,15.5675283,10
Mumbai,67000,Petrol,Manual,Third,13.4,1794,125,5,2.2,toyota,corolla,20.97,16
Mumbai,34079,Diesel,Manual,First,25.32,1198,77,6,3.7,mahindra,kuv,7.35,7
Coimbatore,77849,Petrol,Automatic,Second,10.9,2497,215,5,11.27,bmw,3,52.113125,13
Jaipur,86000,Petrol,Manual,First,22.74,796,47.3,5,2.41,maruti,alto,4.53,10
Pune,110000,Diesel,Automatic,First,15.73,1968,174.33,5,19,audi,q3,46.42,8
Hyderabad,116000,Diesel,Manual,Second,23.59,1364,67.05,5,5.8,toyota,etios,7.432,8
Coimbatore,41840,Diesel,Manual,First,15.1,2179,140,7,13.52,mahindra,xuv500,18.865,7
Hyderabad,19317,Diesel,Manual,First,13,2982,168.7,7,24.5,toyota,fortuner,36.548,8
Pune,41000,CNG,Manual,First,24.6,1193,55.23,5,3.25,tata,indigo,10.75306548,9
Kochi,25601,Diesel,Automatic,First,17.9,2143,201.15,5,56.73,mercedes-benz,gle,78.76,6
Jaipur,83950,Diesel,Manual,First,19.67,1582,126.2,5,9.95,hyundai,creta,15.19333333,8
Pune,60000,Petrol,Automatic,First,16.8,1497,118,5,5.5,honda,city,14.63571429,11
Hyderabad,50000,Diesel,Automatic,First,17.11,1968,174.33,5,25,audi,a4,51.385,8
Kolkata,37000,Petrol,Manual,First,17.3,993,60,5,1,maruti,zen,7.55626867,14
Hyderabad,76976,Petrol,Manual,Second,19.7,796,46.3,5,2.15,maruti,alto,4.53,12
Kochi,21684,Petrol,Automatic,First,21.4,1197,83.1,5,7.89,maruti,baleno,8.886666667,5
Delhi,62000,Diesel,Manual,First,16,2179,140,7,10.25,mahindra,xuv500,18.865,8
Mumbai,1261,Petrol,Manual,First,19,1194,94.68,5,6,ford,freestyle,8.12,16
Coimbatore,59450,Petrol,Manual,First,18.6,1197,81.86,5,7.53,hyundai,elite,9.78,6
Coimbatore,24465,Diesel,Automatic,First,19.27,2143,167.62,5,39.45,mercedes-benz,new,49.49,5
Delhi,55000,Petrol,Manual,First,17.8,1497,117.3,5,5.84,honda,city,14.63571429,9
Mumbai,2000,Petrol,Manual,First,18.88,1499,110.4,5,8.65,ford,ecosport,12.10909091,6
Kochi,25040,Petrol,Manual,First,21.4,1197,83.1,5,7.74,maruti,baleno,8.886666667,6
Bangalore,84000,Petrol,Manual,First,20.36,1197,78.9,5,2.5,hyundai,i10,11.28145047,15
Pune,170428,Diesel,Manual,Second,12.8,2494,102,8,5.7,toyota,innova,23.61366667,16
Mumbai,12573,Petrol,Manual,First,21.4,1197,83.1,5,5.8,maruti,baleno,7.36,7
Hyderabad,88000,Diesel,Automatic,First,12.07,2967,241.4,7,36.5,audi,q7,99.79333333,11
Delhi,86000,Diesel,Automatic,Second,13.01,2199,194.3,7,9.5,hyundai,santa,11.28145047,11
Coimbatore,51019,Petrol,Manual,First,0,999,91.94537954,5,3.48,hyundai,santro,11.28145047,11
Mumbai,45000,Petrol,Manual,First,17,1497,118,5,4.55,honda,city,14.63571429,10
Jaipur,51000,Diesel,Manual,First,21.9,1396,90,5,3.9,hyundai,i20,9.74,11
Pune,92000,Diesel,Manual,First,13.6,2523,63,7,2.7,mahindra,bolero,10.982,16
Pune,29000,Diesel,Automatic,First,12.9,2755,174.5,7,31,toyota,fortuner,38.11,6
Bangalore,70521,Petrol,Automatic,Second,10.9,2497,215,5,10.3,bmw,3,52.113125,14
Kolkata,51000,Diesel,Automatic,First,16.07,1995,181,5,7.75,bmw,3,52.113125,13
Hyderabad,52618,Petrol,Manual,First,18.9,998,67.1,5,3.2,maruti,wagon,5.39,11
Delhi,68000,Diesel,Manual,First,25.47,1248,88.5,7,4.85,maruti,ertiga,11.75,10
Kochi,29022,Diesel,Automatic,Second,15.68,1999,177,5,34.08,land,rover,104.102,7
Chennai,80000,Diesel,Manual,First,24.52,1248,88.5,7,8.1,maruti,ertiga,11.61857143,6
Chennai,78000,Diesel,Manual,Second,25,1396,69.01,5,2.35,tata,indigo,10.75306548,7
Pune,100000,Petrol,Manual,First,20.92,998,67.1,5,1.8,maruti,alto,4.53,11
Coimbatore,31412,Petrol,Manual,First,21.1,814,55.2,5,3.42,hyundai,eon,11.28145047,8
Mumbai,78000,Diesel,Automatic,Second,11.4,2953,153.86,7,5.34,ford,endeavour,35.29,13
Hyderabad,14000,Diesel,Automatic,First,12.62,2198,158,7,31.99,ford,endeavour,35.29,5
Bangalore,80000,Diesel,Manual,First,20.54,1598,103.6,5,4.75,volkswagen,vento,13.81375,12
Mumbai,46738,Petrol,Automatic,First,19.12,1373,91.1,5,6.1,maruti,ciaz,11.04333333,9
Coimbatore,54884,Petrol,Manual,Second,21.1,814,55.2,5,3.69,hyundai,eon,11.28145047,10
Delhi,74500,Diesel,Automatic,Second,14.16,1968,174.3,5,15,audi,q5,63.78077684,11
Coimbatore,67472,Diesel,Manual,First,16,2179,140,7,14.5,mahindra,xuv500,18.865,7
Hyderabad,84000,Diesel,Manual,First,28.4,1248,74,5,5.65,maruti,swift,8.44,10
Kolkata,77400,Diesel,Manual,First,21.1,1248,73.9,5,2.5,maruti,ritz,7.55626867,12
Mumbai,14470,Diesel,Automatic,First,19.71,2143,201.15,5,38.5,mercedes-benz,new,49.49,6
Kolkata,52108,Diesel,Manual,First,19.01,1461,108.45,5,5.49,renault,duster,13.87,9
Kolkata,40000,Petrol,Manual,First,19.1,1197,85.8,5,3.55,maruti,swift,7.56375,10
Jaipur,105044,Diesel,Manual,First,12.99,2494,100.6,7,10.75,toyota,innova,23.61366667,9
Delhi,24347,Petrol,Manual,First,15.8,1591,121.3,5,11,hyundai,creta,16.06,7
Ahmedabad,58000,Diesel,Manual,First,21.79,1248,88.73,5,4.5,maruti,sx4,7.55626867,9
Kochi,49663,Diesel,Manual,First,15.1,2179,140,7,8.42,mahindra,xuv500,18.865,9
Mumbai,17000,Petrol,Automatic,First,18,1497,117.3,5,11.6,honda,city,15.29,6
Kochi,13418,Diesel,Automatic,First,16.36,2179,187.7,5,33.63,jaguar,xf,72.64,7
Pune,117080,Diesel,Manual,Third,17.8,1399,68,5,2.25,ford,fiesta,13.57205029,15
Mumbai,74000,Petrol,Automatic,First,10.8,2497,150,5,12.95,bmw,5,67.24571429,13
Hyderabad,86514,Diesel,Manual,First,17.8,1248,74.20637807,5,4.25,maruti,swift,7.56375,13
Coimbatore,66882,Diesel,Automatic,First,17.68,1968,174.33,5,25.02,audi,a6,62.35666667,9
Kochi,41460,Petrol,Manual,First,18.5,1198,86.8,5,3.95,honda,brio,6.63,9
Mumbai,57000,Petrol,Automatic,First,16.8,1497,118,5,4.4,honda,city,14.63571429,12
Bangalore,34010,Petrol,Manual,Third,16.47,1198,73.9,5,4.95,volkswagen,polo,9.71375,8
Pune,96813,Diesel,Manual,Second,12.05,2179,120,8,5.5,mahindra,scorpio,15.5675283,13
Mumbai,84000,Petrol,Manual,First,16.8,1497,116.3,5,3.25,honda,city,14.63571429,12
Kochi,50004,Petrol,Manual,First,15,1598,103.5,5,4.02,skoda,rapid,14.132,10
Coimbatore,67995,Diesel,Manual,First,16,2179,140,7,11.73,mahindra,xuv500,18.865,7
Chennai,55000,Diesel,Manual,First,15,1896,105,5,9.5,volkswagen,jetta,11.44720833,11
Hyderabad,14900,Petrol,Automatic,First,21.4,1197,83.1,5,8.6,maruti,baleno,8.886666667,6
Jaipur,70961,Diesel,Manual,First,25.8,1498,98.6,5,4,honda,amaze,8.662857143,10
Mumbai,40194,Petrol,Manual,First,15.04,1598,103.2,5,5.55,volkswagen,vento,13.81375,8
Hyderabad,96000,Petrol,Manual,First,22.74,796,47.3,5,2.5,maruti,alto,4.53,8
Mumbai,35000,Diesel,Automatic,First,18,2993,255,7,41.6,land,rover,127,6
Delhi,50000,Petrol,Automatic,First,18,1497,117.3,5,7.41,honda,city,14.63571429,8
Mumbai,50000,Diesel,Manual,First,19.01,1461,108.5,5,6.5,nissan,terrano,15.855,9
Mumbai,26299,Petrol,Manual,First,19.7,796,46.3,5,1.2,maruti,alto,4.53,15
Bangalore,150386,Diesel,Manual,First,14.24,2755,174.5,7,23,toyota,fortuner,39.6,8
Kolkata,60000,Diesel,Manual,First,21.9,1396,90,5,2.74,hyundai,i20,9.74,11
Hyderabad,65000,Diesel,Manual,First,20,1399,68,5,3.9,ford,figo,7.65,10
Ahmedabad,80000,Diesel,Manual,First,24.3,1248,88.5,5,8,maruti,vitara,10.91,6
Chennai,92000,Diesel,Manual,Third,22.32,1582,126.32,5,4,hyundai,verna,14.254,11
Mumbai,13000,Petrol,Automatic,First,12.95,1999,152.88,5,17.75,hyundai,tucson,25.75,7
Coimbatore,73278,Diesel,Manual,First,21.1,1248,73.9,5,5.05,maruti,ritz,7.55626867,10
Mumbai,38000,Petrol,Automatic,First,10.8,1984,132,5,12,audi,a4,51.385,12
Kochi,46936,Diesel,Automatic,First,13,2143,204,5,29.6,mercedes-benz,e-class,82.61833333,7
Jaipur,55000,Diesel,Manual,First,19.87,1461,83.8,5,6.5,renault,duster,13.87,8
Mumbai,19000,Petrol,Automatic,First,15.5,1198,86.7,5,4.75,honda,amaze,8.662857143,9
Coimbatore,42259,Diesel,Automatic,First,9,1984,181,5,24.36,volvo,s60,45.67,7
Mumbai,14000,Petrol,Manual,Second,17.5,1197,85.8,5,3.2,maruti,swift,7.56375,12
Kolkata,16956,Petrol,Manual,First,22.5,998,67.04,5,3.6,maruti,wagon,5.29,7
Coimbatore,15473,Petrol,Manual,First,16.8,796,34.2,5,3.58,maruti,omni,7.55626867,6
Delhi,75000,Diesel,Manual,First,21.5,1248,88.8,5,2.5,maruti,sx4,7.55626867,12
Ahmedabad,96000,Diesel,Manual,Second,23.5,1498,90,5,3.5,ford,fiesta,13.57205029,10
