Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai i10 Era,Hyundai,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,,2
Maruti Ertiga VDI,Maruti,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,,5.35
Honda Amaze S i-Dtech,Honda,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,,3.8
Mercedes-Benz A Class A180 Sport,Mercedes,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5,34.63,17.25
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,6.32,5.53
Hyundai i10 Sportz 1.2,Hyundai,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,,1.95
Maruti Swift DDiS ZDI Plus,Maruti,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74,5,,8.2
Honda City 1.3 EXI,Honda,Pune,1999,140000,Petrol,Manual,First,13,1343,90,5,,0.9
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,,6.5
Mini Cooper Countryman D High,Mini,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5,,19.41
Fiat Linea T-Jet Active,Fiat,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,,6.58
Chevrolet Aveo 1.4 LT,Chevrolet,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5,,2.1
Hyundai i10 Era 1.1,Hyundai,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,,2
Hyundai Xcent 1.1 CRDi Base,Hyundai,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5,,3.7
Maruti Celerio VXI AT,Maruti,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,,3.8
Hyundai i10 Sportz,Hyundai,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,,3.25
Renault Duster 85PS Diesel RxL,Renault,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,,5.53
BMW 3 Series 320d,BMW,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,43.31,10.9
Hyundai Grand i10 Sportz,Hyundai,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5,,5.1
Hyundai Santro DX,Hyundai,Hyderabad,2007,96000,Petrol,Manual,Second,0,999,null,5,,2.2
Chevrolet Spark 1.0 LS,Chevrolet,Pune,2009,44200,Petrol,Manual,Second,18,995,62,5,,1.6
Honda City i VTEC VX Option,Honda,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,,11.25
Volkswagen Vento Diesel Highline,Volkswagen,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,,5.9
Toyota Fortuner 4x2 4 Speed AT,Toyota,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7,,14.4
Honda City 1.5 S MT,Honda,Delhi,2011,68000,Petrol,Manual,First,17,1497,118,5,,3.6
BMW 5 Series 2013-2017 520d Luxury Line,BMW,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5,,40.5
Audi Q5 30 TDI quattro Premium Plus,Audi,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,,38.95
Maruti Ritz LDi,Maruti,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,,3.6
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,,7.12
Honda City i DTEC SV,Honda,Kochi,2016,55700,Diesel,Manual,First,26,1498,98.6,5,,7.52
Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,,10.35
Skoda Rapid 1.6 MPI Elegance,Skoda,Hyderabad,2014,56000,Petrol,Manual,First,15,1598,103.52,5,,7
Toyota Fortuner 3.0 Diesel,Toyota,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7,,10.85
Chevrolet Optra Magnum 2.0 LT BS3,Chevrolet,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5,,2.35
Maruti Eeco 7 Seater Standard,Maruti,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7,4.71,2.9
Maruti Ciaz ZXi,Maruti,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,,7.65
Maruti Ciaz VDi Plus SHVS,Maruti,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,,6.4
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Toyota,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,,10.1
Maruti Swift Dzire VXI,Maruti,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,,4.25
Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,20.74,19.65
Tata Indica V2 eLX,Tata,Pune,2017,8200,Diesel,Manual,First,25,1396,69,5,,4.4
Hyundai i20 Magna,Hyundai,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,,3.25
Ford Fiesta 1.4 Duratorq ZXI,Ford,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5,,2.8
Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8,,4.3
Ford Fiesta 1.4 Duratorq EXI,Ford,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5,,1.55
Honda CR-V 2.4 MT,Honda,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152,5,,4.7
Honda Jazz 1.2 VX i VTEC,Honda,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,,7.07
Mercedes-Benz GLS 350d Grand Edition,Mercedes,Delhi,2018,6000,Diesel,Automatic,First,11,2987,258,7,1.02,79
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,6.71,5.75
Maruti Ritz VXi,Maruti,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,,3.25
Volkswagen Ameo 1.5 TDI Highline AT,Volkswagen,Coimbatore,2017,22440,Diesel,Automatic,First,22,1498,108.495,5,,8.89
Honda City i VTEC SV,Honda,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,,5.9
Honda Jazz 1.2 S i VTEC,Honda,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,,4.95
Maruti Swift Ldi BSIV,Maruti,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75,5,,3.75
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,,10.97
Audi A7 2011-2015 3.0 TDI Quattro,Audi,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,,24.94
Hyundai EON D Lite Plus,Hyundai,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5,,1.97
Ford Figo Diesel EXI,Ford,Jaipur,2010,90000,Diesel,Manual,Second,20,1399,68,5,,1.4
Volkswagen Ameo 1.2 MPI Highline,Volkswagen,Coimbatore,2018,35569,Petrol,Manual,First,17,1198,73.75,5,8.68,7.27
Renault Scala Diesel RxL,Renault,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,,4
Honda Jazz 1.2 V i VTEC,Honda,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,,4.75
Hyundai i20 1.2 Sportz,Hyundai,Delhi,2015,42000,Petrol,Manual,First,17,1197,80,5,,5.1
Audi A4 3.0 TDI Quattro Premium,Audi,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,,16.11
Mahindra Ssangyong Rexton RX7,Mahindra,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184,7,,10.55
Toyota Fortuner 2.8 2WD AT,Toyota,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,34.45,30
Skoda Octavia Classic 1.9 TDI MT,Skoda,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5,,1.6
Mercedes-Benz New C-Class 250 CDI Classic,Mercedes,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,,18.49
Maruti Ciaz 1.4 Zeta,Maruti,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,,9.96
Maruti Swift ZDi,Maruti,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,,4.75
Toyota Qualis FS B3,Toyota,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75,10,,3.65
BMW 5 Series 2007-2010 525d Sedan,BMW,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218,5,,15.5
Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Mitsubishi,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,,11.82
Toyota Corolla H2,Toyota,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125,5,,2.05
Maruti Wagon R LXI CNG,Maruti,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,58.16,5,,3.3
Maruti Omni E MPI STD BS IV,Maruti,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8,,2.25
Audi A6 2011-2015 2.0 TDI,Audi,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,,20.12
Hyundai Xcent 1.2 Kappa S Option CNG,Hyundai,Chennai,2017,46000,CNG,Manual,First,25,1197,81.86,5,,4.95
Honda Jazz 1.5 S i DTEC,Honda,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,,7.48
Mercedes-Benz E-Class 200 Kompressor Elegance,Mercedes,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,,5.5
Honda City 1.5 EXI,Honda,Jaipur,2005,88000,Petrol,Manual,Second,13,1493,100,,,1.7
Audi A4 2.0 TDI,Audi,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,,13.19
Maruti Swift Dzire VXI,Maruti,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,,3.85
Maruti Dzire VDI,Maruti,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,8.58,5.75
Mahindra XUV500 W8 4WD,Mahindra,Pune,2014,81000,Diesel,Manual,First,15.1,2179,140,7,,9
Chevrolet Beat LT,Chevrolet,Kochi,2012,83381,Petrol,Manual,First,18.6,1199,79.4,5,,2.21
Ford EcoSport 1.5 Diesel Titanium Plus,Ford,Kochi,2017,78526,Diesel,Manual,First,23,1498,98.96,5,12.67,8.09
BMW 5 Series 2013-2017 530d M Sport,BMW,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258,5,,48.63
Audi Q5 30 TDI quattro Premium Plus,Audi,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,,39.47
BMW X1 sDrive 20d xLine,BMW,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190,5,48.18,22.24
Hyundai i10 Magna AT,Hyundai,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80,5,,2.6
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,,18
Mercedes-Benz S Class 2005 2013 S 350 L,Mercedes,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,,9.99
Hyundai i10 Magna,Hyundai,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,,2.45
Ford EcoSport 1.5 Diesel Titanium,Ford,Mumbai,2017,26000,Diesel,Manual,First,23,1498,98.96,5,11.89,8.99
Volkswagen Vento Diesel Highline,Volkswagen,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,,3.15
Maruti Dzire ZDI Plus,Maruti,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,10.48,8.2
Mahindra Scorpio 1.99 S10,Mahindra,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120,7,,11.5
Hyundai i20 Asta 1.4 CRDi,Hyundai,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,,7.3
Maruti Alto LXi,Maruti,Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5,,1.59
Hyundai i10 Magna,Hyundai,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,,3.15
Mahindra Scorpio S6 7 Seater,Mahindra,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120,7,,8.5
Skoda Fabia 1.2L Diesel Classic,Skoda,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75,5,,3
BMW X5 xDrive 30d,BMW,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258,5,,21
Honda Jazz 1.5 S i DTEC,Honda,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,,7.75
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes,Mumbai,2013,45200,Diesel,Automatic,First,10,2148,170,5,,23
Mahindra XUV500 AT W10 FWD,Mahindra,Mumbai,2016,41000,Diesel,Automatic,First,16,2179,140,7,,13.75
Honda City i VTEC CVT SV,Honda,Kochi,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,,8.29
Maruti Swift VDI,Maruti,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74,5,,5.79
Mercedes-Benz New C-Class 220 CDI AT,Mercedes,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170,5,,30.5
Honda City 1.5 S MT,Honda,Mumbai,2011,49999,Petrol,Manual,First,17,1497,118,5,,3.8
Tata Sumo EX,Tata,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,,4.45
Hyundai i20 Magna,Hyundai,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,,3.3
Fiat Linea 1.3 Dynamic,Fiat,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,,1.75
Honda Civic 2006-2010 1.8 V AT,Honda,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130,5,,5.5
Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,,13.35
Audi A3 35 TDI Technology,Audi,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143,5,,22.5
Hyundai Verna VTVT 1.6 SX Option,Hyundai,Delhi,2013,57478,Petrol,Manual,Second,17,1591,121.3,5,13.59,5.25
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90,5,,3.75
Honda Mobilio S i DTEC,Honda,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,,6.32
Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,,7.75
Ford Fiesta 1.6 ZXI Duratec,Ford,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101,5,,1.37
Hyundai i10 Sportz 1.2,Hyundai,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,,2.1
Maruti Vitara Brezza ZDi,Maruti,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,11.02,9.3
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,,12
Mercedes-Benz GLA Class 200 d Sport,Mercedes,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136,5,41.94,23.5
Maruti Alto LXi BSIII,Maruti,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5,,1.8
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170,5,,12.5
Maruti Swift LDI,Maruti,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74,5,,4.74
Hyundai Grand i10 Sportz,Hyundai,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82,5,,5.43
Toyota Fortuner 4x4 AT,Toyota,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,,31.62
Toyota Innova 2.0 GX 8 STR,Toyota,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,132,8,,6.3
Ford EcoSport 1.5 TDCi Titanium,Ford,Kochi,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,,8.45
Ford Figo 1.2P Titanium MT,Ford,Pune,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,,5
Toyota Fortuner 3.0 Diesel,Toyota,Chennai,2011,190000,Diesel,Manual,First,11.5,2982,171,7,,13
Maruti Swift Dzire VXI,Maruti,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,,4.7
BMW 7 Series 740Li,BMW,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979,320,5,,93.67
Skoda Superb 1.8 TSI MT,Skoda,Pune,2012,282000,Petrol,Manual,First,13.14,1798,160,5,,3.3
Maruti Wagon R LXI Minor,Maruti,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061,67,5,,1.51
Renault Duster 110PS Diesel RxZ,Renault,Kochi,2013,63295,Diesel,Manual,First,19.01,1461,108.45,5,,6.09
Maruti Ciaz VXi Plus,Maruti,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373,91.1,5,,5.95
Hyundai Elantra CRDi SX,Hyundai,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582,126.24,5,,9
Skoda Rapid 1.5 TDI AT Elegance,Skoda,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498,103.52,5,,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143,170,5,,23.5
Honda Accord 2.4 A/T,Honda,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354,177.6,5,,6.35
Maruti Celerio VXI,Maruti,Chennai,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,,3.4
BMW 7 Series 740Li,BMW,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979,320,5,,93
BMW 3 Series 320d Sport,BMW,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995,190,5,,21.6
Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,2011,173000,Diesel,Manual,First,20.54,1598,103.6,5,,4
Maruti Swift Dzire Tour LDI,Maruti,Pune,2018,12000,Diesel,Manual,First,23.4,1248,74,5,,5.5
Land Rover Freelander 2 SE,Land,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179,147.51,5,,19.25
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396,90,5,,3.95
Maruti Dzire VDI,Maruti,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5,8.94,4.25
Jeep Compass 2.0 Longitude,Jeep,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,170,5,21.38,17.02
Maruti Ertiga VDI,Maruti,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248,88.76,7,,6.5
Ford Figo Petrol ZXI,Ford,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,70,5,,2.95
Toyota Corolla Altis 1.4 DG,Toyota,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,86.79,5,19.27,7.12
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5,12.88,11.25
Honda City 1.5 S MT,Honda,Delhi,2009,65055,Petrol,Manual,First,17,1497,118,5,,2.75
Mahindra Scorpio S10 4WD,Mahindra,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179,120,7,,12
Hyundai Xcent 1.2 VTVT SX,Hyundai,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,81.86,5,8.27,3.67
Mercedes-Benz E-Class 220 CDI,Mercedes,Pune,2001,121000,Diesel,Manual,First,15,2148,null,5,,5
Mahindra Renault Logan 1.4 GLX Petrol,Mahindra,Pune,2008,2200,Petrol,Manual,First,15.7,1390,75,5,,2.3
Skoda Octavia 1.9 TDI,Skoda,Pune,2008,88123,Diesel,Manual,First,18.7,1896,66,5,,2.2
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedes,Pune,2014,79000,Diesel,Automatic,First,12,2987,224,7,,41
BMW X1 sDrive 20d xLine,BMW,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,190,5,48.18,28.5
Volkswagen Vento 2013-2015 1.6 Comfortline,Volkswagen,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,,5.49
Audi A4 2.0 TDI,Audi,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,,17.5
Ford Ikon 1.4 TDCi DuraTorq,Ford,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399,68,5,,1.99
Hyundai Verna 1.6 CRDi EX MT,Hyundai,Kochi,2016,37451,Diesel,Manual,First,22.32,1582,126.3,5,,6.64
Toyota Innova Crysta 2.4 VX MT,Toyota,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7,22.87,16.5
Hyundai Grand i10 Asta Option,Hyundai,Pune,2016,25000,Petrol,Manual,First,18.9,1197,82,5,,5
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Mumbai,2017,12000,Petrol,Manual,First,17,1198,73.75,5,,5.4
Renault KWID RXT,Renault,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,53.3,5,,2.99
Honda City 1.5 S MT,Honda,Jaipur,2011,95936,Petrol,Manual,First,17,1497,118,5,,4.1
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5,7.37,6.76
Volkswagen Polo 1.0 MPI Comfortline,Volkswagen,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,75,5,7.33,5.5
Maruti Swift VDI BSIV,Maruti,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248,74,5,,5.99
Nissan Sunny 2011-2014 Diesel XV,Nissan,Delhi,2012,70000,Diesel,Manual,First,21.64,1461,84.8,5,,2.59
Jaguar XF 2.2 Litre Luxury,Jaguar,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5,,26.75
Maruti Ciaz ZDi SHVS,Maruti,Pune,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5,,8.5
Audi Q5 2008-2012 2.0 TDI,Audi,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5,,23
Ford Figo Petrol ZXI,Ford,Pune,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5,,3.35
Hyundai Santa Fe 4x4 AT,Hyundai,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,,10.75
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179,120,8,,6.29
Renault Duster 110PS Diesel RxL,Renault,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461,108.45,5,,7.75
Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,,13.5
Maruti Eeco 7 Seater Standard,Maruti,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,73,7,4.98,3.75
Mahindra Xylo E4,Mahindra,Mumbai,2011,76000,Diesel,Manual,Second,14,2498,112,7,,3.75
Maruti Wagon R LXI,Maruti,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5,,1.5
Maruti Wagon R LXI BSIII,Maruti,Chennai,2005,66000,Petrol,Manual,First,14,1061,64,5,,1.45
Maruti SX4 ZXI MT BSIV,Maruti,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,,4.12
Toyota Innova Crysta 2.4 VX MT,Toyota,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7,23.06,17.11
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Pune,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,,10.25
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199,73.9,5,,2.49
Toyota Etios G,Toyota,Pune,2015,190000,Petrol,Manual,Second,16.78,1496,88.73,5,,3.85
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498,89.84,5,,6.25
Hyundai Grand i10 CRDi Magna,Hyundai,Hyderabad,2015,35000,Diesel,Manual,First,24,1120,70,5,,4.88
Honda City i VTEC CVT SV,Honda,Mumbai,2016,8000,Petrol,Automatic,First,18,1497,117.3,5,,9.45
Toyota Innova 2.5 G3,Toyota,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494,102,8,,4.8
Hyundai EON Era Plus,Hyundai,Kolkata,2012,60000,Petrol,Manual,First,21.1,814,55.2,5,,1.99
Hyundai i10 Magna 1.2,Hyundai,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197,78.9,5,,2.8
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Mercedes,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796,185,5,,22
Mahindra Bolero SLE,Mahindra,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7,10.32,4.3
Skoda Laura Ambition 2.0 TDI CR AT,Skoda,Coimbatore,2014,85071,Diesel,Automatic,First,20,1968,138.1,5,,9.75
Maruti Swift ZXI,Maruti,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5,,5.9
Audi A4 2.0 TDI,Audi,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968,147.51,5,,14.5
Ford Fiesta 1.4 SXi TDCi ABS,Ford,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399,68,5,,2.4
Maruti SX4 Vxi BSIII,Maruti,Mumbai,2008,62000,Petrol,Manual,Second,15,1586,104.68,5,,2.11
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197,82,5,,7.6
Maruti Ritz AT,Maruti,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197,85.8,5,,3.6
Mahindra Scorpio 2.6 CRDe,Mahindra,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179,120,8,,6
Mahindra Scorpio S4 7 Seater,Mahindra,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179,120,7,,7.45
Maruti Alto LXi,Maruti,Chennai,2011,75000,Petrol,Manual,First,19.7,796,46.3,5,,2.1
Renault Duster 110PS Diesel RxZ,Renault,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461,108.45,5,,5.2
Mahindra Jeep MM 550 PE,Mahindra,Hyderabad,2009,26000,Diesel,Manual,First,0,2498,null,6,,6.99
Maruti Ignis 1.2 Alpha,Maruti,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197,81.8,5,7.87,6.36
Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,Kochi,2015,59751,Diesel,Manual,First,12.99,2494,100.6,7,,11.62
