,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1
1834,nissan evalia 2013 xl,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,3.9,nissan,evalia,2013 xl,11.57734694
1835,volkswagen polo petrol trendline 1.2l,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,3.95,volkswagen,polo,petrol trendline 1.2l,9.71375
1836,hyundai i10 sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,2.1,hyundai,i10,sportz 1.2,11.28145047
1838,hyundai i10 era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2,hyundai,i10,era,11.28145047
1839,maruti ertiga vdi,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,5.35,maruti,ertiga,vdi,11.61857143
1840,honda amaze s i-dtech,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,3.8,honda,amaze,s i-dtech,8.662857143
1841,mercedes-benz a class a180 sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5,17.25,mercedes-benz,a,class a180 sport,34.63
1842,hyundai grand i10 1.2 kappa magna,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,5.53,hyundai,grand,i10 1.2 kappa magna,6.32
1843,hyundai i10 sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95,hyundai,i10,sportz 1.2,11.28145047
1845,honda city 1.3 exi,Pune,1999,140000,Petrol,Manual,First,13,1343,90,5,0.9,honda,city,1.3 exi,14.63571429
1846,toyota innova 2.5 gx (diesel) 7 seater,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,6.5,toyota,innova,2.5 gx (diesel) 7 seater,23.61366667
1847,mini cooper countryman d high,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5,19.41,mini,cooper,countryman d high,41.21714286
1848,fiat linea t-jet active,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58,fiat,linea,t-jet active,9.5
1850,hyundai i10 era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,2,hyundai,i10,era 1.1,11.28145047
1851,hyundai xcent 1.1 crdi base,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5,3.7,hyundai,xcent,1.1 crdi base,8.274
1852,maruti celerio vxi at,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8,maruti,celerio,vxi at,5.891666667
1853,hyundai i10 sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25,hyundai,i10,sportz,11.28145047
1854,renault duster 85ps diesel rxl,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,5.53,renault,duster,85ps diesel rxl,13.87
1855,bmw 3 series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,10.9,bmw,3,series 320d,43.31
1856,hyundai grand i10 sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5,5.1,hyundai,grand,i10 sportz,7.2952
1857,hyundai santro dx,Hyderabad,2007,96000,Petrol,Manual,Second,0,999,91.94537954,5,2.2,hyundai,santro,dx,11.28145047
1859,honda city i vtec vx option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,11.25,honda,city,i vtec vx option,14.63571429
1860,volkswagen vento diesel highline,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,5.9,volkswagen,vento,diesel highline,13.81375
1861,toyota fortuner 4x2 4 speed at,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7,14.4,toyota,fortuner,4x2 4 speed at,36.548
1862,honda city 1.5 s mt,Delhi,2011,68000,Petrol,Manual,First,17,1497,118,5,3.6,honda,city,1.5 s mt,14.63571429
1863,bmw 5 series 2013-2017 520d luxury line,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5,40.5,bmw,5,series 2013-2017 520d luxury line,67.24571429
1864,audi q5 30 tdi quattro premium plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,38.95,audi,q5,30 tdi quattro premium plus,63.78077684
1865,maruti ritz ldi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6,maruti,ritz,ldi,7.55626867
1866,volkswagen vento 1.5 tdi highline at,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,7.12,volkswagen,vento,1.5 tdi highline at,13.81375
1867,honda city i dtec sv,Kochi,2016,55700,Diesel,Manual,First,26,1498,98.6,5,7.52,honda,city,i dtec sv,14.63571429
1868,audi a4 new 2.0 tdi multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35,audi,a4,new 2.0 tdi multitronic,51.385
1869,skoda rapid 1.6 mpi elegance,Hyderabad,2014,56000,Petrol,Manual,First,15,1598,103.52,5,7,skoda,rapid,1.6 mpi elegance,14.132
1870,toyota fortuner 3.0 diesel,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7,10.85,toyota,fortuner,3.0 diesel,36.548
1872,maruti eeco 7 seater standard,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7,2.9,maruti,eeco,7 seater standard,4.71
1873,maruti ciaz zxi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,7.65,maruti,ciaz,zxi,11.04333333
1874,maruti ciaz vdi plus shvs,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,6.4,maruti,ciaz,vdi plus shvs,11.04333333
1875,toyota innova 2.5 le 2014 diesel 7 seater,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,10.1,toyota,innova,2.5 le 2014 diesel 7 seater,23.61366667
1876,maruti swift dzire vxi,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,4.25,maruti,swift,dzire vxi,7.56375
1877,toyota innova crysta 2.8 gx at,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,19.65,toyota,innova,crysta 2.8 gx at,20.74
1878,tata indica v2 elx,Pune,2017,8200,Diesel,Manual,First,25,1396,69,5,4.4,tata,indica,v2 elx,10.75306548
1879,hyundai i20 magna,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25,hyundai,i20,magna,9.74
1880,ford fiesta 1.4 duratorq zxi,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5,2.8,ford,fiesta,1.4 duratorq zxi,13.57205029
1882,ford fiesta 1.4 duratorq exi,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5,1.55,ford,fiesta,1.4 duratorq exi,13.57205029
1883,honda cr-v 2.4 mt,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152,5,4.7,honda,cr-v,2.4 mt,11.79582001
1884,honda jazz 1.2 vx i vtec,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,7.07,honda,jazz,1.2 vx i vtec,9.431666667
1885,mercedes-benz gls 350d grand edition,Delhi,2018,6000,Diesel,Automatic,First,11,2987,258,7,79,mercedes-benz,gls,350d grand edition,102
1886,hyundai grand i10 1.2 kappa sportz,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,5.75,hyundai,grand,i10 1.2 kappa sportz,6.71
1887,maruti ritz vxi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25,maruti,ritz,vxi,7.55626867
1888,volkswagen ameo 1.5 tdi highline at,Coimbatore,2017,22440,Diesel,Automatic,First,22,1498,108.495,5,8.89,volkswagen,ameo,1.5 tdi highline at,9.262
1889,honda city i vtec sv,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,5.9,honda,city,i vtec sv,14.63571429
1890,honda jazz 1.2 s i vtec,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,4.95,honda,jazz,1.2 s i vtec,9.431666667
1891,maruti swift ldi bsiv,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75,5,3.75,maruti,swift,ldi bsiv,7.56375
1892,hyundai creta 1.6 crdi at sx plus,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,10.97,hyundai,creta,1.6 crdi at sx plus,15.19333333
1893,audi a7 2011-2015 3.0 tdi quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94,audi,a7,2011-2015 3.0 tdi quattro,63.78077684
1894,hyundai eon d lite plus,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5,1.97,hyundai,eon,d lite plus,11.28145047
1895,ford figo diesel exi,Jaipur,2010,90000,Diesel,Manual,Second,20,1399,68,5,1.4,ford,figo,diesel exi,7.65
1896,volkswagen ameo 1.2 mpi highline,Coimbatore,2018,35569,Petrol,Manual,First,17,1198,73.75,5,7.27,volkswagen,ameo,1.2 mpi highline,8.68
1897,renault scala diesel rxl,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,4,renault,scala,diesel rxl,11.74394958
1898,honda jazz 1.2 v i vtec,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,4.75,honda,jazz,1.2 v i vtec,9.431666667
1899,hyundai i20 1.2 sportz,Delhi,2015,42000,Petrol,Manual,First,17,1197,80,5,5.1,hyundai,i20,1.2 sportz,9.74
1900,audi a4 3.0 tdi quattro premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11,audi,a4,3.0 tdi quattro premium,51.385
1901,mahindra ssangyong rexton rx7,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184,7,10.55,mahindra,ssangyong,rexton rx7,15.5675283
1902,toyota fortuner 2.8 2wd at,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,30,toyota,fortuner,2.8 2wd at,34.45
1903,skoda octavia classic 1.9 tdi mt,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5,1.6,skoda,octavia,classic 1.9 tdi mt,28.37
1904,mercedes-benz new c-class 250 cdi classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49,mercedes-benz,new,c-class 250 cdi classic,49.49
1905,maruti ciaz 1.4 zeta,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,9.96,maruti,ciaz,1.4 zeta,11.04333333
1906,maruti swift zdi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75,maruti,swift,zdi,7.56375
1907,toyota qualis fs b3,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75,10,3.65,toyota,qualis,fs b3,24.25263701
1908,bmw 5 series 2007-2010 525d sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218,5,15.5,bmw,5,series 2007-2010 525d sedan,67.24571429
1909,mitsubishi pajero 2.8 sfx bsiii dual tone,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,11.82,mitsubishi,pajero,2.8 sfx bsiii dual tone,33.4025
1910,toyota corolla h2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125,5,2.05,toyota,corolla,h2,20.97
1911,maruti wagon r lxi cng,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,58.16,5,3.3,maruti,wagon,r lxi cng,5.39
1912,maruti omni e mpi std bs iv,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8,2.25,maruti,omni,e mpi std bs iv,7.55626867
1913,audi a6 2011-2015 2.0 tdi,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,20.12,audi,a6,2011-2015 2.0 tdi,62.35666667
1914,hyundai xcent 1.2 kappa s option cng,Chennai,2017,46000,CNG,Manual,First,25,1197,81.86,5,4.95,hyundai,xcent,1.2 kappa s option cng,8.274
1915,honda jazz 1.5 s i dtec,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,7.48,honda,jazz,1.5 s i dtec,9.431666667
1916,mercedes-benz e-class 200 kompressor elegance,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,5.5,mercedes-benz,e-class,200 kompressor elegance,82.61833333
1917,honda city 1.5 exi,Jaipur,2005,88000,Petrol,Manual,Second,13,1493,100,5,1.7,honda,city,1.5 exi,14.63571429
1918,audi a4 2.0 tdi,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,13.19,audi,a4,2.0 tdi,51.385
1919,maruti swift dzire vxi,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,3.85,maruti,swift,dzire vxi,7.56375
1920,maruti dzire vdi,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,5.75,maruti,dzire,vdi,8.58
1921,mahindra xuv500 w8 4wd,Pune,2014,81000,Diesel,Manual,First,15.1,2179,140,7,9,mahindra,xuv500,w8 4wd,18.865
1923,ford ecosport 1.5 diesel titanium plus,Kochi,2017,78526,Diesel,Manual,First,23,1498,98.96,5,8.09,ford,ecosport,1.5 diesel titanium plus,12.67
1924,bmw 5 series 2013-2017 530d m sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258,5,48.63,bmw,5,series 2013-2017 530d m sport,67.24571429
1925,audi q5 30 tdi quattro premium plus,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,39.47,audi,q5,30 tdi quattro premium plus,63.78077684
1926,bmw x1 sdrive 20d xline,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190,5,22.24,bmw,x1,sdrive 20d xline,48.18
1927,hyundai i10 magna at,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80,5,2.6,hyundai,i10,magna at,11.28145047
1928,hyundai creta 1.6 crdi at sx plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,12,hyundai,creta,1.6 crdi at sx plus,15.19333333
1929,audi a4 2.0 tdi 177 bhp premium plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18,audi,a4,2.0 tdi 177 bhp premium plus,51.385
1930,mercedes-benz s class 2005 2013 s 350 l,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,9.99,mercedes-benz,s,class 2005 2013 s 350 l,63.09554084
1931,hyundai i10 magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45,hyundai,i10,magna,11.28145047
1932,ford ecosport 1.5 diesel titanium,Mumbai,2017,26000,Diesel,Manual,First,23,1498,98.96,5,8.99,ford,ecosport,1.5 diesel titanium,11.89
1933,volkswagen vento diesel highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,3.15,volkswagen,vento,diesel highline,13.81375
1934,maruti dzire zdi plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,8.2,maruti,dzire,zdi plus,10.48
1935,mahindra scorpio 1.99 s10,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120,7,11.5,mahindra,scorpio,1.99 s10,15.5675283
1936,hyundai i20 asta 1.4 crdi,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,7.3,hyundai,i20,asta 1.4 crdi,9.74
1937,maruti alto lxi,Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5,1.59,maruti,alto,lxi,4.53
1938,hyundai i10 magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,3.15,hyundai,i10,magna,11.28145047
1939,mahindra scorpio s6 7 seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120,7,8.5,mahindra,scorpio,s6 7 seater,15.5675283
1940,skoda fabia 1.2l diesel classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75,5,3,skoda,fabia,1.2l diesel classic,25.2041791
1941,bmw x5 xdrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258,5,21,bmw,x5,xdrive 30d,63.44220807
1942,honda jazz 1.5 s i dtec,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,7.75,honda,jazz,1.5 s i dtec,9.431666667
1943,mercedes-benz e-class 2009-2013 e 220 cdi avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10,2148,170,5,23,mercedes-benz,e-class,2009-2013 e 220 cdi avantgarde,82.61833333
1944,mahindra xuv500 at w10 fwd,Mumbai,2016,41000,Diesel,Automatic,First,16,2179,140,7,13.75,mahindra,xuv500,at w10 fwd,18.865
1945,honda city i vtec cvt sv,Kochi,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29,honda,city,i vtec cvt sv,14.63571429
1946,maruti swift vdi,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74,5,5.79,maruti,swift,vdi,7.56375
1947,mercedes-benz new c-class 220 cdi at,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170,5,30.5,mercedes-benz,new,c-class 220 cdi at,49.49
1948,honda city 1.5 s mt,Mumbai,2011,49999,Petrol,Manual,First,17,1497,118,5,3.8,honda,city,1.5 s mt,14.63571429
1949,tata sumo ex,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45,tata,sumo,ex,10.75306548
1950,hyundai i20 magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3,hyundai,i20,magna,9.74
1951,fiat linea 1.3 dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75,fiat,linea,1.3 dynamic,9.5
1952,honda civic 2006-2010 1.8 v at,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130,5,5.5,honda,civic,2006-2010 1.8 v at,11.79582001
1953,hyundai creta 1.6 sx plus diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35,hyundai,creta,1.6 sx plus diesel,15.19333333
1954,audi a3 35 tdi technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143,5,22.5,audi,a3,35 tdi technology,63.78077684
1955,hyundai verna vtvt 1.6 sx option,Delhi,2013,57478,Petrol,Manual,Second,17,1591,121.3,5,5.25,hyundai,verna,vtvt 1.6 sx option,13.59
1956,hyundai i20 1.4 crdi magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90,5,3.75,hyundai,i20,1.4 crdi magna,9.74
1957,honda mobilio s i dtec,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32,honda,mobilio,s i dtec,11.79582001
1958,hyundai verna 1.6 sx crdi (o) at,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75,hyundai,verna,1.6 sx crdi (o) at,14.254
1959,ford fiesta 1.6 zxi duratec,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101,5,1.37,ford,fiesta,1.6 zxi duratec,13.57205029
1960,hyundai i10 sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1,hyundai,i10,sportz 1.2,11.28145047
1961,maruti vitara brezza zdi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3,maruti,vitara,brezza zdi,11.02
1962,toyota innova 2.5 vx (diesel) 7 seater,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,12,toyota,innova,2.5 vx (diesel) 7 seater,23.61366667
1963,mercedes-benz gla class 200 d sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136,5,23.5,mercedes-benz,gla,class 200 d sport,41.94
1964,maruti alto lxi bsiii,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8,maruti,alto,lxi bsiii,4.53
1965,mercedes-benz new c-class c 220 cdi elegance at,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170,5,12.5,mercedes-benz,new,c-class c 220 cdi elegance at,49.49
1966,maruti swift ldi,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74,5,4.74,maruti,swift,ldi,7.56375
1967,hyundai grand i10 sportz,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82,5,5.43,hyundai,grand,i10 sportz,7.2952
1968,toyota fortuner 4x4 at,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62,toyota,fortuner,4x4 at,36.548
1969,toyota innova 2.0 gx 8 str,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,132,8,6.3,toyota,innova,2.0 gx 8 str,23.61366667
1970,ford ecosport 1.5 tdci titanium,Kochi,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45,ford,ecosport,1.5 tdci titanium,12.10909091
1971,ford figo 1.2p titanium mt,Pune,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5,ford,figo,1.2p titanium mt,7.65
1972,toyota fortuner 3.0 diesel,Chennai,2011,190000,Diesel,Manual,First,11.5,2982,171,7,13,toyota,fortuner,3.0 diesel,36.548
1973,maruti swift dzire vxi,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7,maruti,swift,dzire vxi,7.56375
1974,bmw 7 series 740li,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979,320,5,93.67,bmw,7,series 740li,153
1975,skoda superb 1.8 tsi mt,Pune,2012,282000,Petrol,Manual,First,13.14,1798,160,5,3.3,skoda,superb,1.8 tsi mt,34.36333333
1976,maruti wagon r lxi minor,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061,67,5,1.51,maruti,wagon,r lxi minor,5.39
1977,renault duster 110ps diesel rxz,Kochi,2013,63295,Diesel,Manual,First,19.01,1461,108.45,5,6.09,renault,duster,110ps diesel rxz,13.87
1978,maruti ciaz vxi plus,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373,91.1,5,5.95,maruti,ciaz,vxi plus,11.04333333
1979,hyundai elantra crdi sx,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582,126.24,5,9,hyundai,elantra,crdi sx,22.65
1980,skoda rapid 1.5 tdi at elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498,103.52,5,4.25,skoda,rapid,1.5 tdi at elegance,14.132
1981,mercedes-benz new c-class c 220 cdi elegance at,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143,170,5,23.5,mercedes-benz,new,c-class c 220 cdi elegance at,49.49
1982,honda accord 2.4 a/t,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354,177.6,5,6.35,honda,accord,2.4 a/t,11.79582001
1983,maruti celerio vxi,Chennai,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4,maruti,celerio,vxi,5.891666667
1984,bmw 7 series 740li,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979,320,5,93,bmw,7,series 740li,153
1985,bmw 3 series 320d sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995,190,5,21.6,bmw,3,series 320d sport,52.113125
1986,volkswagen vento diesel trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1598,103.6,5,4,volkswagen,vento,diesel trendline,13.81375
1987,maruti swift dzire tour ldi,Pune,2018,12000,Diesel,Manual,First,23.4,1248,74,5,5.5,maruti,swift,dzire tour ldi,7.56375
1988,land rover freelander 2 se,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179,147.51,5,19.25,land,rover,freelander 2 se,104.102
1989,hyundai i20 1.4 crdi magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396,90,5,3.95,hyundai,i20,1.4 crdi magna,9.74
1990,maruti dzire vdi,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5,4.25,maruti,dzire,vdi,8.94
1991,jeep compass 2.0 longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,170,5,17.02,jeep,compass,2.0 longitude,21.38
1992,maruti ertiga vdi,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248,88.76,7,6.5,maruti,ertiga,vdi,11.61857143
1993,ford figo petrol zxi,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,70,5,2.95,ford,figo,petrol zxi,7.65
1994,toyota corolla altis 1.4 dg,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,86.79,5,7.12,toyota,corolla,altis 1.4 dg,19.27
1995,maruti vitara brezza zdi plus amt dual tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5,11.25,maruti,vitara,brezza zdi plus amt dual tone,12.88
1996,honda city 1.5 s mt,Delhi,2009,65055,Petrol,Manual,First,17,1497,118,5,2.75,honda,city,1.5 s mt,14.63571429
1997,mahindra scorpio s10 4wd,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179,120,7,12,mahindra,scorpio,s10 4wd,15.5675283
1998,hyundai xcent 1.2 vtvt sx,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,81.86,5,3.67,hyundai,xcent,1.2 vtvt sx,8.27
1999,mercedes-benz e-class 220 cdi,Pune,2001,121000,Diesel,Manual,First,15,2148,194.1215217,5,5,mercedes-benz,e-class,220 cdi,82.61833333
2000,mahindra renault logan 1.4 glx petrol,Pune,2008,2200,Petrol,Manual,First,15.7,1390,75,5,2.3,mahindra,renault,logan 1.4 glx petrol,15.5675283
2001,skoda octavia 1.9 tdi,Pune,2008,88123,Diesel,Manual,First,18.7,1896,66,5,2.2,skoda,octavia,1.9 tdi,28.37
2002,mercedes-benz gl-class 2007 2012 350 cdi luxury,Pune,2014,79000,Diesel,Automatic,First,12,2987,224,7,41,mercedes-benz,gl-class,2007 2012 350 cdi luxury,63.09554084
2003,bmw x1 sdrive 20d xline,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,190,5,28.5,bmw,x1,sdrive 20d xline,48.18
2004,volkswagen vento 2013-2015 1.6 comfortline,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49,volkswagen,vento,2013-2015 1.6 comfortline,13.81375
2005,audi a4 2.0 tdi,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,17.5,audi,a4,2.0 tdi,51.385
2006,ford ikon 1.4 tdci duratorq,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399,68,5,1.99,ford,ikon,1.4 tdci duratorq,13.57205029
2007,hyundai verna 1.6 crdi ex mt,Kochi,2016,37451,Diesel,Manual,First,22.32,1582,126.3,5,6.64,hyundai,verna,1.6 crdi ex mt,14.254
2008,toyota innova crysta 2.4 vx mt,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7,16.5,toyota,innova,crysta 2.4 vx mt,22.87
2009,hyundai grand i10 asta option,Pune,2016,25000,Petrol,Manual,First,18.9,1197,82,5,5,hyundai,grand,i10 asta option,7.2952
2010,volkswagen ameo 1.2 mpi comfortline,Mumbai,2017,12000,Petrol,Manual,First,17,1198,73.75,5,5.4,volkswagen,ameo,1.2 mpi comfortline,9.262
2011,renault kwid rxt,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,53.3,5,2.99,renault,kwid,rxt,4.834285714
2012,honda city 1.5 s mt,Jaipur,2011,95936,Petrol,Manual,First,17,1497,118,5,4.1,honda,city,1.5 s mt,14.63571429
